estado,municipio,Accesibilidad al espacio público abierto,Acceso a Internet,Acceso a agua mejorada,Aglomeración económica,CALIDAD DE VIDA,Calidad del aire,Capacidad institucional y ﬁnanzas municipales,Coeﬁciente de Gini,Concentraciones de material particulado,Concentración de CO2,Crecimiento económico,Densidad de la interconexión vial,Densidad de médicos,Densidad económica,Densidad poblacional,Densidad vial,Desempleo juvenil,Deuda subnacional,EQUIDAD E INCLUSIÓN SOCIAL,Educación,Empleo,Energía,Equidad económica,Espacio habitable suﬁciente,Espacio público,Esperanza de vida al nacer,Eﬁciencia del gasto local,Eﬁciencia en el uso de suelo,Fatalidades de tránsito,Forma urbana,GOBERNANZA Y LEGISLACIÓN URBANA,Gobernanza de la urbanización,INFRAESTRUCTURA DE DESARROLLO,Inclusión de género,Inclusión social,Infraestructura de comunicaciones,Infraestructura de vivienda,Infraestructura social,Inscripción equitativa en educación a nivel secundario,Longitud de transporte masivo,Manejo de residuos,Movilidad urbana,Número de estaciones de monitoreo,PRODUCTIVIDAD,Participación electoral,Participación y rendición de cuentas,Producto urbano per cápita,Promedio de años de escolaridad,Proporción de generación de energía renovable,Recaudación de ingresos propios,Recolección de residuos sólidos,Relación de dependencia de la tercera edad,Relación empleo-población,SOSTENIBILIDAD AMBIENTAL,Salud,Seguridad y protección,Superﬁcie destinada a vías,Tasa de alfabetización,Tasa de desempleo,Tasa de homicidios,Tasa de mortalidad de menores de 5 años,Tasa de pobreza,Tratamiento de aguas residuales,Velocidad de banda ancha promedio,Vivienda durable,Viviendas en barrios precarios,Áreas verdes per cápita
Guanajuato,Celaya,86.89,23.39,95.3,68.12,64.06,40.36,36.01,39.16,0.0,46.08,51.82,100.0,55.67,68.12,35.44,69.23,70.18,0.12,68.8,82.68,67.1,0.0,40.62,100.0,54.98,71.6,80.0,46.86,92.45,79.12,39.1,46.86,58.82,84.65,81.13,33.42,79.65,55.67,84.65,0.0,70.73,46.23,75.0,62.35,34.43,34.43,43.49,72.21,0.0,27.91,90.63,60.15,57.75,37.03,64.42,54.14,68.13,93.15,76.46,54.14,57.23,42.08,50.83,43.44,87.85,92.08,23.07
Guanajuato,Dolores Hidalgo Cuna de la Independencia Nacional,60.45,19.14,88.83,50.94,63.66,23.04,25.33,56.04,0.0,46.08,29.63,100.0,30.74,50.94,6.63,91.92,84.48,0.0,68.91,60.48,51.2,0.0,43.91,100.0,80.22,73.95,75.99,0.0,44.17,84.96,24.57,0.0,53.76,74.8,88.02,36.62,72.3,30.74,74.8,,62.17,44.17,,43.93,48.38,48.38,7.92,32.57,0.0,0.0,80.5,51.35,29.61,42.6,67.04,46.88,62.97,88.39,72.79,46.88,60.12,31.79,43.84,54.1,93.75,91.56,100.0
Guanajuato,Guanajuato,100.0,24.76,92.6,63.1,72.93,47.03,37.13,37.75,95.0,46.08,42.04,68.28,62.51,63.1,52.71,82.46,65.02,12.46,66.32,84.1,63.18,0.0,40.76,100.0,88.74,71.6,77.0,28.0,100.0,68.71,32.07,28.0,70.11,80.32,77.89,34.1,85.25,62.51,80.32,,50.91,100.0,0.0,56.1,31.07,31.07,23.22,74.79,0.0,21.93,38.11,60.85,51.41,32.64,64.91,53.96,55.4,93.4,74.94,53.96,58.22,43.78,63.71,43.44,95.68,90.75,77.48
Guanajuato,Irapuato,51.07,19.25,94.42,68.57,59.95,51.19,54.3,43.62,70.0,46.08,50.47,100.0,52.06,68.57,35.7,62.04,66.67,42.24,71.15,82.8,63.93,0.0,41.83,100.0,40.51,71.6,85.0,0.0,95.54,75.02,29.67,0.0,57.51,92.67,78.93,31.34,81.36,52.06,92.67,0.0,92.56,47.77,37.5,60.99,34.71,34.71,43.04,73.36,0.0,35.65,89.89,57.91,51.99,47.92,64.83,51.66,63.01,92.24,75.87,51.66,58.05,40.05,95.24,43.44,95.32,91.18,29.94
Guanajuato,León,96.96,20.78,87.94,70.23,67.53,46.19,58.75,47.86,62.5,46.08,54.13,100.0,64.23,70.23,48.7,70.65,75.89,59.55,71.37,78.53,72.19,0.0,46.7,100.0,70.46,71.6,100.0,0.0,96.89,80.77,31.34,0.0,66.76,82.55,84.86,32.11,83.72,64.23,82.55,49.09,92.97,72.99,30.0,65.52,35.28,35.28,42.7,63.57,0.0,16.69,93.88,65.57,65.72,46.39,68.05,53.06,71.65,93.49,78.65,53.06,64.5,45.54,92.06,43.44,98.22,93.83,43.97
Guanajuato,Pénjamo,64.85,13.08,88.62,50.49,61.32,23.04,32.96,44.24,0.0,46.08,24.87,92.24,35.54,50.49,7.7,34.58,73.27,4.59,68.21,60.49,37.12,0.0,37.43,100.0,82.43,73.95,94.3,0.0,98.91,58.19,26.72,0.0,59.29,86.98,80.23,33.59,70.22,35.54,86.98,,42.44,98.91,,37.49,47.21,47.21,10.84,33.07,0.0,0.0,84.37,38.9,13.17,32.74,65.14,37.22,47.75,87.9,61.08,37.22,56.32,30.62,0.52,54.1,84.56,87.19,100.0
Guanajuato,Salamanca,47.1,19.69,97.27,67.55,57.81,62.03,32.33,48.52,65.0,46.08,48.66,100.0,60.66,67.55,28.18,50.34,61.91,24.07,70.72,77.1,56.12,0.0,45.74,100.0,41.66,71.6,65.0,0.0,100.0,71.76,22.26,0.0,68.7,89.89,76.53,31.57,79.51,60.66,89.89,,92.01,100.0,75.0,57.44,34.46,34.46,43.93,63.36,0.0,7.91,97.39,53.39,41.05,51.34,63.26,49.23,64.93,90.85,71.18,49.23,54.91,42.96,86.62,43.44,92.6,91.14,36.23
Guanajuato,Salvatierra,73.51,19.26,95.92,48.9,65.17,23.04,15.6,57.87,0.0,46.08,20.19,100.0,38.86,48.9,12.58,59.22,57.98,0.0,60.63,62.57,29.89,0.0,42.39,100.0,86.76,73.95,46.81,0.0,100.0,69.53,21.3,0.0,63.99,67.45,72.03,36.68,74.88,38.86,67.45,,64.12,100.0,,32.99,48.29,48.29,9.75,37.43,0.0,0.0,95.06,30.62,13.09,43.58,71.4,39.95,49.38,87.72,46.69,39.95,68.86,26.92,33.19,54.1,91.0,86.09,100.0
Guanajuato,San Felipe,72.87,8.07,77.01,41.46,60.14,23.04,20.98,56.28,0.0,46.08,22.36,100.0,28.21,41.46,7.91,60.93,78.65,0.0,68.77,58.27,42.6,0.0,41.32,100.0,61.83,73.95,62.94,23.06,100.0,72.17,30.4,23.06,60.4,81.92,83.06,31.08,70.54,28.21,81.92,,68.87,100.0,,35.47,47.17,47.17,0.0,29.71,0.0,0.0,73.47,44.73,19.83,45.95,72.27,48.19,55.6,86.82,65.38,48.19,70.59,26.36,64.27,54.1,97.25,87.48,50.79
Guanajuato,San Francisco del Rincón,63.59,26.46,93.98,63.22,64.5,23.04,22.47,56.46,0.0,46.08,45.81,93.76,32.53,63.22,13.5,44.07,100.0,16.77,76.93,64.48,75.11,0.0,50.09,100.0,61.31,73.95,44.7,0.0,55.92,61.52,22.36,0.0,53.27,84.92,95.78,40.28,76.11,32.53,84.92,,84.63,55.92,,61.38,44.63,44.63,34.33,36.71,0.0,5.93,95.95,57.28,59.11,53.83,86.97,45.23,46.74,92.25,91.11,45.23,100.0,43.71,73.31,54.1,96.97,91.55,59.03
Guanajuato,San Luis de la Paz,55.34,14.51,80.42,48.73,62.06,32.03,26.53,49.17,0.0,46.08,30.98,100.0,38.74,48.73,9.49,73.56,74.01,0.0,70.6,59.65,45.55,0.0,41.3,100.0,77.67,73.95,79.59,0.0,100.0,75.76,23.05,0.0,63.67,91.36,79.14,34.3,69.56,38.74,91.36,,64.11,100.0,50.0,41.75,42.61,42.61,7.57,32.86,0.0,0.0,80.88,54.4,29.75,48.07,69.4,41.5,53.71,86.44,61.34,41.5,64.86,33.43,47.35,54.1,88.34,84.27,100.0
Guanajuato,San Miguel de Allende,64.63,26.8,83.7,55.78,64.99,32.03,41.07,32.83,0.0,46.08,32.18,100.0,33.03,55.78,7.09,61.97,57.32,9.55,65.36,64.21,40.73,0.0,34.52,100.0,82.32,73.95,100.0,0.0,100.0,70.42,29.74,0.0,63.15,90.7,70.87,40.45,71.88,33.03,90.7,,65.23,100.0,50.0,42.9,48.15,48.15,18.76,39.14,0.0,13.66,88.09,45.61,28.63,48.63,64.66,48.78,49.28,89.27,52.83,48.78,55.37,36.2,42.38,54.1,96.74,84.41,100.0
Guanajuato,Silao de la Victoria,53.12,8.96,82.72,78.82,54.99,80.36,37.88,48.03,95.0,46.08,61.11,89.57,48.68,78.82,27.08,35.04,68.99,14.16,65.33,73.61,61.03,0.0,40.8,100.0,32.5,71.6,82.0,0.0,97.86,57.11,24.54,0.0,51.2,86.15,69.04,26.2,75.09,48.68,86.15,0.0,83.13,48.93,100.0,66.99,35.73,35.73,62.29,58.14,0.0,17.48,86.27,59.94,48.44,54.5,66.72,47.13,46.72,89.07,73.63,47.13,61.84,33.56,80.0,43.44,90.54,69.1,11.87
Guanajuato,Valle de Santiago,61.34,17.43,96.12,48.28,64.88,23.04,29.05,56.62,0.0,46.08,23.24,100.0,34.76,48.28,9.76,61.31,77.26,0.71,73.53,62.01,41.8,0.0,43.63,100.0,80.67,73.95,86.43,0.0,96.32,70.09,24.74,0.0,61.87,94.98,81.97,35.76,72.41,34.76,94.98,,58.14,96.32,,37.78,45.17,45.17,7.81,35.36,0.0,0.0,90.49,38.67,20.51,40.59,66.86,50.0,48.97,88.67,63.1,50.0,59.77,30.64,25.78,54.1,83.76,86.69,100.0
Guanajuato,Villagrán,61.99,11.13,92.18,78.9,52.13,23.04,42.01,68.19,0.0,46.08,62.45,100.0,45.64,78.9,25.77,75.89,63.85,0.0,71.83,70.83,57.34,0.0,53.7,100.0,36.99,71.6,100.0,46.86,97.6,77.47,46.75,46.86,54.57,91.69,70.1,27.29,73.63,45.64,91.69,0.0,46.71,48.8,,66.23,51.36,51.36,67.4,51.36,0.0,26.04,93.42,57.51,40.73,23.25,58.31,42.37,56.51,90.31,73.95,42.37,45.02,39.2,0.0,43.44,76.57,76.35,11.98
Guerrero,Acapulco de Juárez,51.21,19.16,67.92,58.04,51.2,37.86,41.79,47.76,67.5,46.08,38.67,68.02,64.69,58.04,41.65,85.54,73.0,29.63,60.55,79.23,69.56,0.0,41.19,100.0,27.13,62.64,76.0,0.0,95.71,70.04,29.43,0.0,61.59,85.16,55.29,31.3,67.26,64.69,85.16,53.65,62.1,74.68,0.0,55.42,46.5,46.5,21.25,68.57,0.0,19.74,60.56,56.09,60.92,33.32,59.79,38.64,56.56,89.9,78.2,38.64,56.93,34.62,63.64,43.44,59.46,37.59,3.05
Guerrero,Chilapa de Álvarez,83.44,6.08,43.58,55.48,58.93,23.04,30.33,32.79,0.0,46.08,23.79,100.0,30.43,55.48,22.13,53.55,69.34,0.0,61.27,45.19,40.36,0.0,24.3,100.0,91.72,65.47,90.99,100.0,98.2,65.44,62.77,100.0,56.18,99.49,60.01,30.09,56.75,30.43,99.49,,30.54,98.2,,39.88,57.97,57.97,0.0,23.36,0.0,0.0,34.86,47.59,22.47,26.79,64.98,33.83,42.75,67.02,58.25,33.83,64.49,15.81,26.21,54.1,61.28,50.68,100.0
Guerrero,Chilpancingo de los Bravo,48.26,20.08,49.32,54.08,51.71,37.03,33.33,40.37,65.0,46.08,41.97,53.85,64.03,54.08,30.48,90.79,81.58,0.0,53.65,82.17,72.35,0.0,36.76,100.0,25.04,62.64,100.0,0.0,94.27,67.36,26.44,0.0,63.24,83.39,40.79,31.76,58.76,64.03,83.39,,78.94,94.27,0.0,56.14,46.0,46.0,19.58,74.71,0.0,0.0,78.6,64.37,58.06,38.66,59.82,39.83,57.44,89.63,86.64,39.83,57.0,33.15,79.29,43.44,55.24,0.0,1.81
Guerrero,Iguala de la Independencia,79.21,34.9,59.26,59.83,65.65,23.04,27.38,47.29,0.0,46.08,33.04,100.0,59.71,59.83,24.26,99.12,75.31,0.0,66.71,71.47,57.8,0.0,40.28,100.0,89.61,65.47,82.13,0.0,100.0,87.16,23.66,0.0,71.09,88.74,71.09,44.5,64.08,59.71,88.74,,92.72,100.0,,50.23,43.61,43.61,21.64,50.0,0.0,0.0,85.74,44.45,45.95,57.88,61.7,39.84,62.37,92.93,69.65,39.84,57.94,33.28,99.69,54.1,72.79,66.88,100.0
Guerrero,Taxco de Alarcón,57.76,23.27,80.16,60.44,63.94,23.04,28.35,49.48,0.0,46.08,23.87,100.0,55.0,60.44,25.16,67.43,75.15,0.0,68.66,65.31,47.66,0.0,36.84,100.0,78.88,65.47,85.05,26.04,100.0,67.85,36.99,26.04,66.57,94.95,74.2,38.68,71.32,55.0,94.95,,70.26,100.0,,43.99,56.58,56.58,6.28,41.36,0.0,0.0,81.07,41.46,32.52,46.65,66.28,45.29,36.12,89.27,62.8,45.29,67.08,24.21,59.46,54.1,79.98,73.25,100.0
Guerrero,Tlapa de Comonfort,65.49,13.92,68.43,53.04,59.64,23.04,0.0,21.45,0.0,46.08,28.39,100.0,42.8,53.04,21.99,88.22,82.38,0.0,57.17,54.26,48.63,0.0,20.7,100.0,82.74,65.47,,75.54,100.0,83.53,39.6,75.54,65.26,79.83,70.99,34.01,65.98,42.8,79.83,,46.11,100.0,,43.35,43.26,43.26,0.0,31.43,0.0,0.0,58.04,56.78,26.95,34.58,56.58,45.0,62.37,77.09,70.32,45.0,47.7,19.94,34.19,54.1,73.49,59.59,100.0
Guerrero,Zihuatanejo de Azueta,61.6,26.48,82.41,62.18,62.78,23.04,31.55,56.88,0.0,46.08,44.52,100.0,47.86,62.18,17.88,83.41,76.38,6.39,69.64,67.38,61.22,0.0,47.49,100.0,80.8,65.47,76.52,100.0,100.0,79.77,59.8,100.0,66.21,87.65,73.79,40.29,63.14,47.86,87.65,,64.56,100.0,,55.97,47.84,47.84,26.91,43.5,0.0,11.72,29.12,62.13,51.46,43.8,67.57,35.35,55.88,91.26,70.98,35.35,69.68,38.1,100.0,54.1,52.26,71.2,100.0
Hidalgo,Apan,80.22,20.94,97.7,51.14,61.11,23.04,32.15,60.65,0.0,46.08,27.71,100.0,49.54,51.14,17.63,67.34,67.92,0.0,69.07,68.42,51.72,0.0,48.23,100.0,47.68,70.56,96.45,0.0,100.0,72.92,29.33,0.0,67.62,76.6,82.39,37.52,78.12,49.54,76.6,,80.93,100.0,,43.52,55.83,55.83,10.98,44.21,0.0,0.0,100.0,44.44,35.96,51.98,71.28,57.05,51.43,92.63,67.48,57.05,72.01,35.81,61.86,54.1,97.15,96.85,15.15
Hidalgo,Atotonilco de Tula,58.46,10.51,88.75,54.12,70.43,36.79,47.31,55.56,27.5,46.08,51.04,42.32,35.77,54.12,6.42,0.0,67.56,0.0,64.83,79.27,59.26,0.0,49.41,100.0,79.23,68.12,94.0,16.17,73.0,22.84,43.63,16.17,46.38,88.52,56.55,26.98,73.3,35.77,88.52,,91.92,73.0,,54.81,67.42,67.42,40.79,64.29,0.0,47.92,83.83,61.3,42.52,42.9,62.18,61.04,26.2,94.26,76.01,61.04,56.24,43.27,100.0,43.44,98.03,45.54,100.0
Hidalgo,Huejutla de Reyes,46.49,7.04,89.39,48.3,68.27,70.54,27.51,34.16,95.0,46.08,29.86,100.0,52.48,48.3,14.24,54.38,76.12,0.0,58.46,72.28,63.22,0.0,27.84,100.0,73.25,68.12,82.52,0.0,82.06,67.4,30.25,0.0,59.67,90.66,56.86,25.24,71.14,52.48,90.66,,29.26,82.06,,47.13,63.26,63.26,8.18,70.93,0.0,0.0,58.53,51.54,42.45,33.27,68.88,58.67,47.83,73.62,83.98,58.67,69.63,21.53,0.0,43.44,80.95,37.6,100.0
Hidalgo,Mineral de la Reforma,69.28,30.33,97.29,55.78,69.17,15.36,42.06,40.04,0.0,46.08,50.79,91.75,22.3,55.78,22.69,82.42,69.81,7.73,76.43,89.23,72.57,0.0,47.42,100.0,60.49,68.12,93.0,8.25,92.65,77.89,31.09,8.25,52.68,99.56,82.3,36.89,80.0,22.3,99.56,0.0,48.42,46.32,0.0,59.72,42.96,42.96,19.64,81.14,0.0,25.45,96.84,81.94,66.78,21.26,58.64,68.33,59.5,97.31,78.37,68.33,49.16,54.8,0.0,43.44,100.0,94.78,51.71
Hidalgo,Pachuca de Soto,87.82,32.27,94.62,64.32,66.36,48.69,43.64,46.51,0.0,46.08,48.38,93.52,97.53,64.32,38.63,78.09,70.75,1.66,71.74,87.95,70.02,0.0,48.06,100.0,69.24,68.12,91.0,8.25,100.0,76.81,33.19,8.25,76.66,92.78,74.39,37.85,83.08,97.53,92.78,76.08,50.17,88.04,100.0,60.91,47.68,47.68,36.67,79.79,0.0,38.26,85.06,60.09,61.77,32.96,62.31,45.95,58.83,96.11,78.27,45.95,56.49,49.62,15.28,43.44,99.09,78.03,50.67
Hidalgo,Tepeapulco,72.11,31.1,97.06,62.13,76.23,48.69,39.51,52.06,0.0,46.08,41.81,100.0,47.84,62.13,15.72,66.47,65.69,1.11,70.39,73.79,47.54,0.0,46.42,100.0,56.13,70.56,94.38,0.0,91.07,73.4,29.92,0.0,66.48,83.82,80.92,42.6,77.5,47.84,83.82,,53.53,91.07,100.0,50.49,50.24,50.24,39.06,51.79,0.0,23.04,100.0,44.55,35.39,51.11,83.22,91.78,53.72,95.8,59.68,91.78,95.88,40.78,7.05,54.1,97.2,96.14,40.15
Hidalgo,Tizayuca,54.46,12.04,99.18,62.66,61.24,45.36,50.54,56.63,40.0,46.08,57.26,100.0,39.95,62.66,35.42,53.48,70.33,0.0,72.87,83.41,67.38,0.0,51.84,100.0,40.06,68.12,100.0,0.0,97.69,67.22,31.14,0.0,52.88,85.43,81.34,27.74,80.66,39.95,85.43,0.0,73.19,48.84,50.0,62.43,42.88,42.88,35.27,70.21,0.0,51.61,95.24,79.24,57.06,39.52,64.17,57.33,48.18,96.6,77.71,57.33,60.22,47.05,51.14,43.44,88.06,92.35,25.65
Hidalgo,Tolcayuca,69.72,14.61,99.17,41.74,66.35,53.04,40.47,68.92,60.0,46.08,28.16,100.0,50.96,41.74,12.33,46.69,77.79,0.0,79.48,70.28,58.3,0.0,53.42,100.0,63.34,70.56,100.0,0.0,0.0,64.94,34.89,0.0,45.06,99.58,85.45,34.35,75.05,50.96,99.58,0.0,100.0,0.0,,42.73,64.2,64.2,0.0,45.21,0.0,21.42,100.0,56.32,42.68,76.52,80.07,51.7,48.15,95.34,73.93,51.7,89.58,37.91,0.0,54.1,88.7,93.12,56.96
Hidalgo,Tula de Allende,28.28,30.92,91.88,63.25,61.48,41.19,19.37,58.72,27.5,46.08,44.85,82.54,56.11,63.25,9.6,23.82,72.61,0.0,76.42,73.79,50.43,0.0,54.15,100.0,64.14,70.56,44.38,26.14,100.0,49.52,29.83,26.14,64.5,92.24,82.89,42.51,74.36,56.11,92.24,,66.9,100.0,50.0,52.84,43.98,43.98,38.43,52.0,0.0,13.72,92.14,51.26,37.68,54.05,60.84,47.17,42.19,95.58,63.18,47.17,51.12,49.57,41.65,54.1,95.96,93.16,100.0
Hidalgo,Tulancingo de Bravo,100.0,15.97,96.35,65.01,62.72,37.03,38.92,54.27,65.0,46.08,41.71,90.82,59.9,65.01,77.01,37.29,75.31,40.18,73.96,76.99,70.56,0.0,44.99,100.0,57.93,68.12,75.0,68.55,95.05,58.73,52.92,68.55,67.07,99.6,77.27,29.7,91.98,59.9,99.6,,47.49,95.05,0.0,59.09,51.29,51.29,22.47,63.07,0.0,1.59,87.77,60.94,62.27,28.17,63.64,52.31,48.07,90.92,78.84,52.31,59.16,35.72,7.2,43.44,94.57,79.24,15.86
Jalisco,El Salto,76.53,13.99,79.16,71.74,60.48,32.03,60.88,70.54,0.0,46.08,66.42,100.0,18.55,71.74,28.84,78.71,75.47,71.5,65.19,75.77,68.79,0.0,55.04,100.0,43.4,71.85,90.0,0.63,85.7,77.85,35.47,0.63,48.74,77.73,62.79,28.71,75.75,18.55,77.73,0.0,50.7,42.85,50.0,68.98,44.91,44.91,57.31,57.21,0.0,21.13,96.99,75.52,59.98,27.58,66.32,56.42,54.83,94.32,77.59,56.42,60.79,39.54,4.42,43.44,94.98,50.12,10.27
Jalisco,Guadalajara,94.28,38.72,99.74,76.58,69.39,59.94,66.03,50.63,96.25,46.08,46.63,96.71,98.15,76.58,73.91,97.76,77.58,73.03,75.86,87.9,73.42,0.0,52.34,100.0,55.51,71.85,96.0,0.63,93.54,91.89,39.53,0.63,83.99,88.42,86.82,41.08,93.2,98.15,88.42,97.75,50.27,95.65,37.5,65.54,51.92,51.92,47.88,78.86,0.0,29.05,97.59,45.38,64.52,36.74,65.66,68.49,81.2,96.95,82.31,68.49,59.48,54.04,2.95,43.44,99.12,96.05,16.73
Jalisco,Ixtlahuacán de los Membrillos,100.0,11.97,98.61,66.2,74.71,60.91,56.28,56.8,75.75,46.08,52.93,78.76,30.07,66.2,23.08,46.57,72.32,60.48,67.22,77.92,69.98,0.0,49.99,100.0,54.01,71.85,100.0,0.63,63.26,58.84,36.23,0.63,45.54,71.92,79.76,27.7,79.47,30.07,71.92,0.0,58.48,31.63,,63.04,51.78,51.78,41.34,60.21,0.0,8.37,90.59,64.51,59.61,39.8,66.9,100.0,51.2,95.63,80.36,100.0,61.96,43.17,26.38,43.44,96.2,87.2,8.03
Jalisco,Juanacatlán,100.0,14.71,89.33,46.36,71.63,60.91,58.64,66.39,75.75,46.08,26.93,93.1,24.54,46.36,26.2,69.5,78.36,18.05,59.37,75.69,69.35,0.0,54.73,100.0,50.06,71.85,99.7,0.63,79.38,70.02,41.67,0.63,48.21,84.19,39.18,29.08,77.72,24.54,84.19,0.0,99.44,39.69,,47.55,65.73,65.73,2.89,57.14,0.0,58.19,98.87,50.97,51.41,53.45,60.78,100.0,47.44,94.23,87.29,100.0,49.71,43.07,100.0,43.44,95.34,0.0,0.11
Jalisco,Lagos de Moreno,94.39,17.37,97.37,66.64,61.64,47.03,49.33,51.33,95.0,46.08,46.86,100.0,55.83,66.64,34.58,60.24,65.37,21.4,68.57,76.32,62.81,0.0,44.4,100.0,48.03,71.85,100.0,46.3,82.79,72.14,48.41,46.3,64.83,83.04,78.26,30.41,82.97,55.83,83.04,,84.56,82.79,0.0,58.77,49.6,49.6,36.62,61.5,0.0,26.6,94.78,57.1,53.09,43.86,65.61,56.6,56.17,91.14,72.54,56.6,59.37,37.47,74.35,43.44,99.94,91.15,1.67
Jalisco,Ocotlán,100.0,5.34,87.72,70.67,64.31,73.04,52.09,47.68,100.0,46.08,49.83,89.01,53.83,70.67,42.77,43.54,77.59,43.77,71.96,81.28,67.52,0.0,47.95,100.0,51.22,71.85,97.0,8.81,89.46,60.97,36.7,8.81,62.0,84.31,83.62,24.39,81.36,53.83,84.31,,98.86,89.46,,62.67,49.21,49.21,45.46,68.86,0.0,15.5,97.73,54.2,53.74,57.3,61.71,63.04,50.36,93.7,81.3,63.04,51.58,48.22,100.0,43.44,94.95,89.65,2.44
Jalisco,Puerto Vallarta,84.73,97.03,96.26,62.92,65.21,37.03,62.74,54.26,65.0,46.08,54.01,100.0,59.76,62.92,37.04,67.76,77.54,30.14,72.01,83.14,77.04,0.0,44.06,100.0,45.34,71.85,100.0,32.28,16.35,77.8,46.46,32.28,60.42,87.79,84.18,70.24,77.93,59.76,87.79,,95.49,16.35,0.0,64.66,44.35,44.35,34.87,70.21,0.0,58.09,93.58,73.15,76.25,44.17,62.91,69.45,65.64,96.06,77.83,69.45,53.97,33.86,97.39,43.44,78.43,90.82,5.96
Jalisco,San Pedro Tlaquepaque,85.49,26.44,88.64,67.15,62.84,32.53,67.6,57.94,39.0,46.08,53.16,100.0,23.99,67.15,53.07,75.71,76.52,73.4,71.95,80.91,73.5,0.0,50.29,100.0,44.17,71.85,100.0,0.63,87.63,80.1,36.69,0.63,53.72,82.28,83.27,34.94,83.47,23.99,82.28,4.6,49.01,46.12,12.5,64.6,41.85,41.85,36.3,66.57,0.0,29.39,98.01,70.02,66.62,27.18,64.81,61.47,64.6,95.25,80.37,61.47,57.78,42.64,0.0,43.44,92.15,90.02,2.86
Jalisco,Tala,86.58,14.4,88.85,51.57,71.66,73.04,62.96,63.12,100.0,46.08,34.45,99.37,62.28,51.57,27.25,98.11,73.28,35.87,76.96,76.79,62.75,0.0,54.08,100.0,43.98,71.85,100.0,20.82,63.49,86.24,45.95,20.82,63.91,94.88,81.94,28.92,78.63,62.28,94.88,,48.44,63.49,,49.59,54.06,54.06,15.81,60.57,0.0,53.0,96.89,53.08,47.47,40.49,65.87,100.0,61.24,93.01,78.04,100.0,59.89,45.03,0.0,43.44,98.41,90.59,1.38
Jalisco,Tepatitlán de Morelos,65.04,40.01,97.26,59.98,64.34,23.04,29.11,55.86,0.0,46.08,38.27,100.0,49.31,59.98,20.56,47.88,90.32,14.91,78.45,66.84,64.18,0.0,51.44,100.0,73.13,74.29,62.72,0.0,86.82,65.93,25.95,0.0,65.71,90.11,93.81,47.06,79.45,49.31,90.11,,76.95,86.82,,54.14,48.73,48.73,26.36,39.71,0.0,9.7,97.1,50.18,52.8,49.99,62.11,55.26,49.9,93.96,75.56,55.26,49.94,47.03,56.79,54.1,100.0,97.29,81.23
Jalisco,Tlajomulco de Zúñiga,63.63,20.62,97.23,61.17,61.07,31.61,64.13,60.2,36.25,46.08,58.04,100.0,41.36,61.17,36.36,65.31,76.61,21.2,74.65,81.33,75.19,0.0,53.01,100.0,35.82,71.85,100.0,0.63,90.76,75.84,36.64,0.63,55.44,87.96,82.97,32.03,82.58,41.36,87.96,0.0,94.66,45.38,12.5,64.8,45.17,45.17,31.24,66.07,0.0,71.18,89.32,84.85,69.6,42.09,65.96,61.18,62.22,96.6,80.78,61.18,60.08,45.81,100.0,43.44,96.73,89.33,8.01
Jalisco,Tonalá,82.06,20.52,77.85,53.38,63.14,55.86,49.09,57.25,96.5,46.08,43.42,92.03,20.97,53.38,59.98,83.75,79.06,36.85,72.69,80.19,75.86,100.0,52.28,100.0,41.76,71.85,100.0,0.63,100.0,79.23,29.55,0.63,53.01,81.38,84.41,31.98,82.88,20.97,81.38,0.0,48.44,50.0,25.0,57.55,38.92,38.92,7.12,64.86,100.0,10.41,96.87,79.72,71.66,68.1,64.83,65.8,61.89,95.51,80.06,65.8,57.81,47.32,0.0,43.44,93.7,89.76,1.46
Jalisco,Zapopan,100.0,42.42,94.09,72.55,70.09,73.69,59.24,42.3,100.0,46.08,56.64,100.0,49.96,72.55,49.47,64.87,80.14,36.43,74.03,91.79,76.03,100.0,47.06,100.0,54.7,71.85,93.0,0.63,93.14,77.47,35.12,0.63,61.13,88.25,86.78,42.93,85.35,49.96,88.25,6.71,97.87,49.92,75.0,68.41,45.48,45.48,48.08,86.86,100.0,48.28,95.74,65.19,68.73,90.52,66.64,67.25,67.53,96.72,83.33,67.25,61.43,51.81,100.0,43.44,97.85,93.43,9.4
Jalisco,Zapotlanejo,52.57,24.4,93.4,60.67,68.39,23.04,35.05,65.01,0.0,46.08,38.06,97.15,29.06,60.67,12.09,45.69,79.76,14.46,69.26,63.66,57.57,0.0,54.47,100.0,76.28,74.29,74.13,14.18,79.01,63.67,33.33,14.18,49.57,66.27,87.03,39.25,76.37,29.06,66.27,0.0,54.69,39.5,,52.1,50.75,50.75,27.13,35.0,0.0,16.57,94.41,48.98,48.25,38.87,79.85,53.76,48.16,92.32,66.9,53.76,85.4,43.92,14.97,54.1,100.0,94.31,100.0
Jalisco,Zapotlán el Grande,92.08,27.03,97.03,64.63,68.12,48.69,60.7,48.7,100.0,46.08,46.08,100.0,70.38,64.63,33.7,77.37,81.14,69.19,74.11,84.58,72.38,0.0,51.35,100.0,47.83,71.85,100.0,0.0,61.88,80.32,38.04,0.0,65.7,82.84,88.13,35.23,80.7,70.38,82.84,,82.49,61.88,0.0,61.03,53.42,53.42,40.04,74.36,0.0,12.92,95.9,52.12,62.34,43.73,67.4,72.67,63.59,94.81,82.42,72.67,62.96,54.01,69.08,43.44,92.07,95.12,3.58
